subject_code,semester,campus,department,grade,credit,subject_name,professor,classroom,class_time
EIC3201-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,MICROECONOMICS,베시도나타,"정108/동영상(미래,중복수강가능)","화2,3/수1"
EIC3208-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,EU-EAST ASIA ECONOMIC RELATIONS,이홍화,정330,"금6,7,8"
EIC3214-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,ENTREPRENEURSHIP AND ORGANIZATIONAL MANAGEMENT IN ASIA,허정윤,정151,"수5,6,7"
EIC3215-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,CONTEMPORARY ISSUES IN EAST ASIAN BUSINESS,윤세정,정151,"금6,7,8"
EIC3217-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,EAST ASIAN ECONOMIC GROWTH,이호명,정108,"금5,6,7"
EIC3219-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,MARKETING,윤세정,정151,"금2,3,4"
EIC3224-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN ECONOMY AND BUSINESS,"1,2,3,4",3.0,ORGANIZATIONAL BEHAVIOR,김혜나,정151,"목2,3,4"
EIC3001-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"1,2,3,4",3.0,EAST ASIAN POLITICAL SYSTEMS,이경수,정152,"목6,7,8"
EIC3102-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"1,2,3,4",3.0,INTERNATIONAL POLITICAL ECONOMY,이경수,정152,"목2,3,4"
EIC3113-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"1,2,3,4",3.0,JAPANESE POLITICS,김성조,실시간온라인(미래),"월5,6,수6"
EIC3130-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"1,2,3,4",3.0,"WAR,PEACEBUILDING, AND RECONSTRUCTION",예한석,정330,"화2,3,4"
EIC3131-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"1,2,3,4",3.0,HISTORY OF KOREAN CIVILIZATION,홍정기,정108,"수1,2,3"
EIC4101-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"3,4",3.0,SPECIAL TOPICS IN EAST ASIAN POLITICS,김성조,정152,"화6,7,수5"
EIC4121-01-00,2025-1학기,미래,동아시아국제학부 EAST ASIAN POLITICS AND CULTURE,"3,4",3.0,SPECIAL TOPICS IN EAST ASIAN CULTURES,홍정기,정108,"수5,6,7"
DES3002-01-00,2025-1학기,미래,연계전공(미래) 융합디자인학,"3,4",3.0,디지털크래프트(캡스톤디자인),윤지현,청259(청259),"수1,2(수3,4)"
DES3003-01-00,2025-1학기,미래,연계전공(미래) 융합디자인학,"3,4",3.0,지속가능디자인(캡스톤디자인),최재공,청405(청405),"월5,6(월7,8)"
DES3004-01-00,2025-1학기,미래,연계전공(미래) 융합디자인학,"3,4",3.0,융합디자인워크샵(캡스톤디자인),박종욱,청375(청375),"목5,6(목7,8)"
,,,,,,,,,
